id,name,address,num_use,day_use,num_use1,num_use2,num_use3,num_use4,num_use5,lon,lat,urls,num_fast,num_level2,充电桩数量,config_fast,config_level2,service_provider,acessibility,operator,status,others,payment_method,power_price,service_price,parking_price,gaode_lon,gaode_lat
171,深圳怀德峰景南园充电站,广东省深圳市宝安区翠岗西路,262,131,,1000,,,,113.8154437,22.66766378,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=18426,0,20,20,-1,未配置/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:0.9000,服务费:00:00~24:00:0.7000元/度电,,113.820485,22.664733
194,竹韵花园A区,深圳市坪山区坪山区创景路与竹岭二路交叉口东北100米竹韵花园A区,258,129,,1000,,,,114.3957704,22.70479935,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=23592,0,6,6,-1,-1,依威能源,社会开放,依威能源,已建成已测试,未知,充电吧APP,不详,不详元/度电,不详,114.400723,22.702147
63,深圳观澜格兰云天大酒店,广东省深圳市龙岗区广东省深圳市龙华新区观澜大道环观南路交汇处一楼架空停车场,243,121.5,,1000,,,,114.0358309,22.69385253,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=10240,0,10,10,-1,3.3/7kW,充电队长,社会开放,充电队长,已建成已测试,其他,充电队长APP,计费时段 :00:00-24:00;电费: 1.2,计费时段 :00:00-24:00;服务费: 0.8,,114.040929,22.691124
357,下步庙南区,广东省深圳市福田区南园街道南华村52栋旁,239,119.5,,1000,,,,114.0840795,22.53604756,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=39879,0,7,7,-1,-1,普天新能源,社会开放,聚电,已建成已测试,地面,刷卡,,,不详,114.089207,22.533364
150,深圳军威物业充电站,广东省深圳市南山区松白路1008,232,116,,1000,,,,113.9308698,22.63337488,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=13383,3,10,13,M11011C/500/500/60.0,M11001C/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电",,113.935744,22.630358
296,坪山龙田街道事处处,广东省深圳市坪山区坪山街道龙岗区防洪防风避险中心竹坑综合市场,226,113,,1000,,,,114.3856274,22.71230322,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=37786,0,10,10,-1,-1,深圳奇辉,社会开放,南方电网,已建成已测试,地面,顺易充App,,,免费,114.390582,22.70965
343,深新大厦,广东省深圳市福田区梅林街道深新大厦,221,110.5,,1000,,,,114.0668052,22.57312519,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38292,0,2,2,-1,-1,普天新能源,社会开放,其他,已建成已测试,地下,刷卡,1.2元/度,0.55元/度电,,114.071933,22.570431
27,深圳城市假日充电站,广东省深圳市南山区西丽镇龙珠大道与龙珠五路交界处,217,108.5,,1000,,,,113.9720745,22.56562672,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=6793,0,5,5,-1,M11001C/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.0577,服务费:00:00~24:00:0.7000元/度电,,113.977014,22.562693
213,深圳竹子林家园充电站,深圳市福田区竹子林五路11号附近竹子林花园停车场,215,107.5,,1000,,,,114.0035731,22.53776382,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24523,0,8,8,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,固定收费：1.3元/度,固定收费：0.8元/度元/度电,首小时5元，1小时起每小时1元，当天最高10元,114.008589,22.534922
214,深圳盛荟居充电站,深圳市龙华区上芬小学路与民塘路交叉口西北100米盛荟居,215,107.5,,1000,,,,114.0118851,22.63811585,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24536,0,29,29,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,固定收费：1.3元/度,固定收费：0.8元/度元/度电,首小时5元，1小时起每小时1元，当天最高10元,114.016928,22.635311
371,罗湖紫荆花园充电,广东省深圳市罗湖区东晓街道紫荆花园紫荆花园(金稻田路),207,103.5,,1000,,,,114.1120072,22.58977355,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=41396,0,6,6,-1,-1,山东鲁能,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,114.117112,22.587089
392,福田园岭街道办事处充电站,广东省深圳市福田区园岭街道红荔路2000号深圳市妇幼保健院(红荔路),207,103.5,,1000,,,,114.0889354,22.55251107,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=41437,0,1,1,-1,-1,中天昱品,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,114.094062,22.54983
209,深圳山海家园充电站,广东省深圳市盐田区梧桐路1033号山海家园地下停车场,200,100,,,100,,,114.2327343,22.56310129,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24509,0,15,15,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,固定收费：0.717元/度,固定收费：0.8元/度元/度电,第一小时5元，第二小时起1元/小时，封顶15元,114.237569,22.56024
0,南方电网和谐充电站,广东省深圳市龙岗白灰围一路5号,196,98,,,100,,,114.2220377,22.72497255,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=922,4,0,4,-1,-1,其他,社会开放,南方电网,已建成未测试,其他,现金结算,1.035元/度,免费,免费,114.226897,22.722149
7,奥特迅充电点,广东省深圳市南山区松坪山路5,196,98,,,100,,,113.9467609,22.55832686,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=2201,32,0,32,-1,-1,其他,社会开放,深圳奥特迅,已建成已测试,地下,奥特迅充电卡,峰平谷大工业电价,0.45元元/度电,免费,113.95165,22.555329
18,宝安体育场站,广东省深圳市宝安区体育馆北入口停车场内,195,97.5,,,100,,,113.8760373,22.56049601,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=4547,48,0,48,-1,-1,其他,社会开放,普天,已建成未测试,地面,普天充电卡,,元/度电,不详,113.880928,22.557453
215,国皇大厦充电站,深圳市福田区金田路与滨河大道交汇处东南侧,180,90,,,100,,,114.0581483,22.53163715,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24554,1,7,8,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,,固定收费：0.8元/度元/度电,每小时5元，全天10元,114.063267,22.528928
118,深圳春晖苑充电站,广东省深圳市宝安区广东省深圳市宝安区横当岭一路,177,88.5,,,100,,,113.9665755,22.69572721,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12203,0,4,4,-1,未配置/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.1000,服务费:00:00~24:00:0.7000元/度电,,113.971511,22.692801
408,深圳光明埃迪蒙托工业园充电站,深圳市埃迪蒙托工业园（西南2门）,176,88,,,100,,,113.8598394,22.78314892,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=43921,20,0,20,DH-DC0600SG27-C/750/750/60.0,-1,星星充电,公共,星星充电,已建成已测试,其他,,,,请司机用户从正门出，向保安出示充电订单后，才能免2小时停车费,113.864775,22.780173
391,南山西丽人民医院地上停车场充电站,广东省深圳市南山区西丽街道西丽人民医院住院部,174,87,,,100,,,113.9446076,22.58285389,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=41436,0,18,18,-1,-1,深圳奇辉,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,113.949495,22.579854
134,深圳广田集团大厦充电站,广东省深圳市罗湖区深南东路2102号,171,85.5,,,100,,,114.1187283,22.54711778,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12541,0,6,6,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.1900,服务费:00:00~24:00:0.7000元/度电,,114.123819,22.544423
136,深圳祥昭大厦充电站,广东省深圳市龙华区福龙路辅路祥昭大厦,171,85.5,,,100,,,113.9988934,22.63820468,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12552,4,24,28,M11005C/500/500/60.0,M11021B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电",,114.003904,22.635361
212,深圳天一名居充电站,深圳市福田区深圳市福田区莲花街道商报东路129号,170,85,,,100,,,114.0422857,22.55814087,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24520,0,10,10,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,固定收费：1.0元/度,固定收费：0.8元/度元/度电,首小时5元，1小时起每小时1元，当天最高10元,114.047386,22.555404
151,深圳瑞思国际大厦充电站,广东省深圳市罗湖区沿河北路1002路瑞思国际大厦,169,84.5,,,100,,,114.1374946,22.55021608,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=13406,0,17,17,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.1200,服务费:00:00~24:00:0.7000元/度电,,114.142546,22.547497
421,汇电鑫,深圳市坪山新区团结路,169,84.5,,,100,,,114.3406379,22.69420096,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=80193,6,0,6,NCCP-DC500-60K-GB01/500/500/60.0,-1,,公共,云快充,已建成已测试,其他,支付宝、微信,,,免,114.345553,22.691487
248,时尚新居充电站,深圳市笋岗街道宝岗路207号时尚新居地下停车场内,165,82.5,,,100,,,114.1074799,22.57043359,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=25403,0,2,2,-1,未配置/218/218/7.0,深圳致联,公共,深圳致联,已建成已测试,其他,,00:00~24:00:0.85,00:00~24:00:0.80元/度电,不详,114.11259,22.56775
244,百富汇充电站,深圳市梅龙大道与景龙建设路交汇处（无停车费）,157,78.5,,,100,,,114.0050607,22.64136646,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=25397,0,39,39,-1,未配置/666/666/42.0,深圳致联,公共,深圳致联,已建成已测试,其他,,,,不详,114.010087,22.638542
183,深圳鼎新大厦充电站,广东省深圳市南山区留仙大道2014鼎新大厦停车场,141,70.5,,,100,,,113.9485983,22.58426227,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=19077,0,12,12,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电",,113.953492,22.581271
24,深圳农科商务楼充电站,广东省深圳市福田区红荔西路8153号农科商务楼,140,70,,,100,,,114.0143564,22.54289564,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=6495,0,6,6,-1,未配置/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.1800,服务费:00:00~24:00:0.7000元/度电,,114.019399,22.540086
87,天越翔园,深圳市罗湖区莲塘国威路,139,69.5,,,100,,,114.1666363,22.56647648,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12004,0,3,3,-1,-1,其他,社会开放,普天,已建成未测试,其他,普天充电卡,,不详,不详,114.171613,22.563707
177,深圳万科香榭茗园充电站,广东省深圳市福田区农垦路15香榭茗园地下停车场,135,67.5,,,100,,,114.066618,22.56146053,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=18917,0,6,6,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:0.7170,服务费:00:00~24:00:0.7000元/度电,,114.071745,22.558765
326,龙岗六约龙塘工业区充电站,广东省深圳市龙岗区横岗街道龙新五巷,133,66.5,,,100,,,114.1839153,22.64598093,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38131,0,15,15,-1,-1,南方和顺,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,114.188851,22.643191
318,深国际华通源物流中心充电站,广东省深圳市龙华区观澜街道观澜华通源,121,60.5,,,100,,,114.0156919,22.74821064,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38092,12,0,12,-1,-1,深圳奇辉,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,114.020751,22.745444
229,创维数字大厦充电站,深圳市宝安区石岩街道办松白路（创维天桥）西侧地上一层,119,59.5,,,100,,,113.916629,22.64734528,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24676,0,18,18,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,固定收费：1.2元/度,固定收费：0.8元/度元/度电,第一小时：5元/小时，第二小时起2元/小时；,113.921496,22.644314
321,龙岗平湖宝能智创谷地上停车场充电站,广东省深圳市龙岗区平湖街道南方和顺汽车充电站(宝能智创谷),118,59,,,100,,,114.162811,22.64346917,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38116,30,0,30,-1,-1,深圳奇辉,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,114.167803,22.640718
405,青禾福民充电站直流,深圳市观澜福民,116,58,,,100,,,114.0362399,22.71286264,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=42505,22,0,22,未配置/1666/1666/100.0,-1,深圳致联,公共,深圳致联,已建成已测试,其他,,,,不详,114.04134,22.71014
185,深圳金域云山栖充电站,广东省深圳市龙岗区凹凸路,115,57.5,,,100,,,114.2420628,22.72380152,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=19189,0,42,42,-1,M11001C/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:0.7385,服务费:00:00~24:00:0.7000元/度电,,114.246899,22.720968
297,宝安下十围充电站,广东省深圳市宝安区福永街道广生十巷10巷11号103,115,57.5,,,100,,,113.8164221,22.65463636,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=37787,0,1,1,-1,-1,中天昱品,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,113.82146,22.651701
352,深圳市宝安区新园工业区充电站,深圳市宝安区西乡街道固戍一路575号第一栋厂房一楼东边,115,57.5,,,100,,,113.8484205,22.60274566,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38967,3,3,6,DH-DC0300HG27/750/750/20.0,DH-AC0070XG18-D/253/253/7.0,星星充电,公共,星星充电,已建成已测试,其他,,,,,113.853371,22.599743
174,深圳万科公园里充电站,广东省深圳市龙岗区荔园路19号,114,57,,,100,,,114.2171374,22.63567485,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=18681,0,24,24,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:0.7170,服务费:00:00~24:00:0.7000元/度电,,114.221999,22.632835
419,实用新能源汽车充电站,广东省深圳市龙华区观湖街道樟坑径社区下围工业一路2号2-22,114,57,,,100,,,113.8271708,22.64157819,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=79851,4,0,4,ZYEQ-90KW\/750V-U2B/750/750/90.0,-1,星星充电,公共,星星充电,已建成已测试,其他,,,,不详,113.832179,22.63862
161,深圳新翠雅苑充电站,广东省深圳市龙岗区坪西路,111,55.5,,,100,,,114.2771418,22.75354088,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=17401,0,12,12,-1,未配置/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.1000,服务费:00:00~24:00:0.7000元/度电,"不免费,小车：首三小时5元，超3小时15元，30分钟内免费",114.281979,22.750735
190,深圳金众金域阁充电站,广东省深圳市龙华区广东省深圳市宝安区致远南路,111,55.5,,,100,,,114.0244274,22.60666178,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=21213,0,8,8,-1,M11001C/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:0.7484,服务费:00:00~24:00:0.7000元/度电,"不免费,以场站方公告为准",114.029497,22.603887
358,港之龙科技园充电站,广东省深圳市龙华区龙华街道骏德球馆深圳港之龙商务中心,107,53.5,,,100,,,114.0354842,22.66811139,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=40220,4,14,18,-1,-1,山东鲁能,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,114.04058,22.665376
164,深圳中科纳能大厦充电站,广东省深圳市南山区学府路科园路中科纳能大厦,106,53,,,100,,,113.9363158,22.52955089,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=17828,0,6,6,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电","不免费,以场站方公告为准",113.941189,22.526531
235,英唐大厦充电站,深圳市高新园科技南五路五号地面停车场,106,53,,,100,,,114.0674539,22.5257299,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24735,0,12,12,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,固定收费：1.2元/度,固定收费：0.8元/度元/度电,第一小时10元/小时，第二小时起2元/小时；最高35元/天,114.072579,22.523033
422,同乐同心,深圳市龙岗区同心路87号,106,53,,,100,,,114.3155603,22.72583475,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=80195,6,0,6,DCL120B-750VDCH/750/750/120.0,-1,,公共,云快充,未知,其他,支付宝、微信,,,免费,114.32044,22.723082
359,宝安石岩三祝里村停车场充电站,广东省深圳市宝安区石岩街道三祝里村路,105,52.5,,,100,,,113.9497089,22.68764207,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=40221,0,14,14,-1,-1,山东鲁能,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,113.954611,22.684672
104,宝通大厦,深圳市宝安区宝民一路215号,101,50.5,,,100,,,113.8910423,22.57002656,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12028,0,3,3,-1,-1,其他,社会开放,普天,已建成未测试,其他,普天充电卡,,不详,不详,113.895914,22.566976
360,松岗红星国际新城停车场充电站,广东省深圳市宝安区松岗街道松安路红星国际新城,100,50,,,100,,,113.828687,22.76488039,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=40225,4,26,30,-1,-1,深圳奇辉,社会开放,南方电网,已建成已测试,地面,顺易充App,,,不详,113.833699,22.761951
274,光明下石家停车场充电站,广东省深圳市光明区公明街道下石家路,98,49,,,100,,,113.8944405,22.77162101,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=37487,4,20,24,-1,-1,南方和顺,社会开放,南方电网,已建成已测试,地面,顺易充App,,时段服务费0.6199元/度，平时段服务费0.1759元/度，峰时段0.0734元/度元/度电,第1小时5元起，第2小时起2元/小时，每天最高收费20元,113.899322,22.768614
363,深圳金骐智谷充电站,广东省深圳市南山区塘岭路,98,49,,,100,,,113.9883112,22.59342287,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=40963,4,24,28,-1,-1,,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.2000,服务费:00:00~24:00:0.7000元/度电,,113.993292,22.59054
146,深圳豪方花园充电站,广东省深圳市南山区南海大道4040豪方花园小区,97,48.5,,,100,,,113.9293546,22.54699591,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12821,0,12,12,-1,未配置/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电",,113.934222,22.543966
313,龙华清湖新村停车场充电站,广东省深圳市龙华区龙华街道清湖东一巷清湖新村,94,47,,,100,,,114.0443561,22.67163477,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38087,0,24,24,-1,-1,南方和顺,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,114.049467,22.66892
163,深圳星都豪庭充电站,广东省深圳市龙岗区布吉街道龙岗大道2504号,93,46.5,,,100,,,114.1333047,22.61550018,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=17631,0,32,32,-1,3907060140040035/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电",,114.13837,22.612795
95,李朗国际珠宝产业园,深圳市龙岗区南湾街道布澜路31号,92,46,,,100,,,114.1208378,22.64509401,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12013,0,6,6,-1,-1,其他,社会开放,普天,已建成未测试,其他,普天充电卡,,不详,不详,114.125931,22.64241
325,信息科技大厦停车场,广东省深圳市福田区福田保税区市花路16栋信息科技中心,92,46,,,100,,,114.0406255,22.51077302,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38130,0,18,18,-1,-1,普天新能源,社会开放,普天,已建成已测试,地面,普天充电卡,1.24,,第一小时10元，第二小时起5元每小时，每天最高35元,114.04572,22.50803
61,皇岗口岸停车场,广东省深圳市福田区广东省深圳市福田区皇岗口岸车港城7楼,91,45.5,,,100,,,114.0686077,22.52139277,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=10042,0,3,3,-1,-1,,社会开放,充电队长,已建成已测试,其他,其他,计费时段 :00:00-24:00;电费: 1.34,不详,,114.073733,22.518697
241,鹤洲充电站,深圳市洲石路与沈海高速交汇处（鹤洲方向高速桥下小路直入，103个快充）,91,45.5,,,100,,,113.8570469,22.63091555,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=25393,93,0,93,未配置/400/400/60.0,-1,深圳致联,公共,深圳致联,已建成已测试,其他,,,,不详,113.861979,22.627904
320,龙岗平湖上木古DCC创业园充电站,广东省深圳市龙岗区平湖街道平吉大道141途窝品冠艺术酒店(深圳平湖华南城店),90,45,,,100,,,114.1176403,22.67087831,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38114,0,50,50,-1,-1,南方和顺,社会开放,南方电网,已建成已测试,地面,顺易充App,,,免费,114.122741,22.668203
117,深圳新豪方大厦充电站,广东省深圳市南山区深南大道188号新豪方大厦,87,43.5,,,100,,,113.921144,22.54403446,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12201,0,9,9,-1,M11001C/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.0600,服务费:00:00~24:00:0.7000元/度电,,113.926006,22.540994
345,深圳市龙岗区南岭1983创意小镇,深圳市龙岗区南湾街道南新路1983创意小镇,87,43.5,,,100,,,114.1423737,22.60807847,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38366,6,0,6,DH-DC0600SG25-B/500/500/60.0,-1,星星充电,公共,星星充电,已建成已测试,其他,,,,按场地方实际收费标准收取,114.147417,22.605358
16,西乡公园站,广东省深圳市宝安区西乡公园正门前停车场,85,42.5,,,100,,,113.8762234,22.58011022,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=4543,16,0,16,-1,-1,其他,社会开放,普天,已建成未测试,地面,普天充电卡,,元/度电,不详,113.881115,22.577069
263,梅林二村停车场,广东省深圳市福田区梅林街道梅中路5-5号,82,41,,,100,,,114.0400468,22.56778691,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=33176,3,7,10,NFGS_YL_A380/042-1//380/42,EVG2-32DNW5//220/72,南方和顺,社会开放,依威能源,已建成已测试,地面,充电吧APP,1.05,0.8元/度电,第一小时10元，第二小时期2元每小时，每天最高30元,114.045144,22.565046
162,深圳紫悦山充电站,广东省深圳市龙岗区环城南路,81,40.5,,,100,,,114.2944855,22.7607716,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=17630,0,11,11,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:0.7384,服务费:00:00~24:00:0.7000元/度电,,114.299339,22.757992
92,南岗商务大厦,深圳市南山区前海路1428号,78,39,,,100,,,113.91077,22.53036904,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12009,0,3,3,-1,-1,其他,社会开放,普天,已建成未测试,其他,普天充电卡,,不详,不详,113.915629,22.527319
210,创维平面显示科技充电站,深圳市石岩塘头一号路18号地面,76,38,,,100,,,113.9201652,22.6426448,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24513,1,12,13,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,,固定收费：0.8元/度元/度电,第一小时5元/小时，第二小时起1元/小时；最高10元/天,113.925033,22.639616
80,星河世纪,深圳市福田区彩田路星河世纪,75,37.5,,,100,,,114.0623522,22.54051454,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=11997,0,6,6,-1,-1,其他,社会开放,普天,已建成未测试,其他,普天充电卡,,不详,不详,114.067475,22.537812
