id,name,address,num_use,day_use,num_use1,num_use2,num_use3,num_use4,num_use5,lon,lat,urls,num_fast,num_level2,充电桩数量,config_fast,config_level2,service_provider,acessibility,operator,status,others,payment_method,power_price,service_price,parking_price,gaode_lon,gaode_lat
176,深圳华润万家二期充电站,广东省深圳市宝安区沙井镇新沙路与中心路交汇深明丰大厦地上停车场,74,37,,,100,,,113.8228635,22.73115563,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=18858,0,13,13,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电",,113.827889,22.728227
328,龙岗六约大和工业区充电站,广东省深圳市龙岗区横岗街道恒丰路麻地村,73,36.5,,,100,,,114.1839512,22.63391726,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38133,0,9,9,-1,-1,南方和顺,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,114.188886,22.631125
223,深圳软件园一期②充电站（交流）,深圳市南山区粤海街道高新中三道2号西门软件园一期（1栋旁）,72,36,,,100,,,113.9338763,22.5480469,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24611,0,42,42,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,,固定收费：0.8元/度元/度电,30分钟内免费，首小时5元，以后每半小时1元，30元封顶,113.938748,22.545024
52,中海凯骊酒店,广东省深圳市龙岗区广东省深圳市龙岗区大运路168中海凯骊酒店,68,34,,,100,,,114.2103544,22.70642656,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=10032,0,7,7,-1,-1,充电队长,社会开放,充电队长,已建成已测试,其他,充电队长APP,计费时段 :00:00-24:00;电费: 1.0,不详,免费,114.215233,22.70361
266,盐田区现代产业服务中心,深圳市盐田区沙头角街道沙盐路3018号负一楼A区.负二楼C区,68,34,,,100,,,114.2262977,22.55515426,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=36012,0,40,40,-1,未配置/2147483647/2147483647/7.0,深圳致联,公共,深圳致联,已建成已测试,其他,,,,不详,114.23114,22.552296
347,深圳南山蛇口海伴雅居,深圳市南山区蛇口海昌路109号,66,33,,,100,,,113.9152783,22.48939163,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38681,2,6,8,DH-DC0600SG27/750/750/45.0,DH-AC0070XG18-C/253/253/7.0,星星充电,公共,星星充电,已建成已测试,其他,,"时间段:00:00-23:59,电价:0.73","时间段:00:00-23:59,服务费:0.45元/度电",不详,113.920135,22.486344
247,今日家园充电站,深圳市罗湖区东昌路78号今日家园小区地面停车场内,65,32.5,,,100,,,114.1310657,22.58398033,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=25402,0,9,9,-1,未配置/218/218/7.0,深圳致联,公共,深圳致联,已建成已测试,其他,,00:00~24:00:0.85,00:00~24:00:0.80元/度电,不详,114.136134,22.581274
413,盐田区蓝色海福居充电站,深圳市官上路3号地下室负一楼、负二楼南面2栋和3栋交界,65,32.5,,,100,,,114.2268545,22.55492566,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=53222,0,31,31,-1,未配置/2147483647/2147483647/7.0,深圳致联,公共,深圳致联,已建成已测试,其他,,,,不详,114.231696,22.552067
19,灵芝公园站,广东省深圳市宝安区灵芝公园东停车场内,64,32,,,100,,,113.9026794,22.57257537,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=4548,16,0,16,-1,-1,其他,社会开放,普天,已建成未测试,地面,普天充电卡,,元/度电,5元/天,113.907543,22.569525
68,蛇口花园城中心,广东省深圳市南山区广东省深圳市南山区蛇口水湾路52号招商大厦P2层中区2号缴费处正对面,64,32,,,100,,,113.9164528,22.49365266,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=10245,0,20,20,-1,3.3/7kW,充电队长,社会开放,充电队长,已建成已测试,其他,e充电APP,计费时段 :00:00-24:00;电费: 1.2,计费时段 :00:00-24:00;服务费: 0.45,,113.92131,22.490606
401,青禾马家龙充电站直流,深圳市南山区马家龙充电站,64,32,,,100,,,113.9207496,22.5535312,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=42426,11,0,11,未配置/1666/1666/100.0,-1,深圳致联,公共,深圳致联,已建成已测试,其他,,,,不详,113.925612,22.550491
315,龙华迎桥花苑,广东省深圳市龙华区福城街道迎侨花园,63,31.5,,,100,,,114.0415837,22.71410716,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38089,0,9,9,-1,-1,深圳奇辉,社会开放,南方电网,已建成已测试,地面,顺易充App,,,不详,114.046693,22.711397
189,深圳福祥停车场充电站,广东省深圳市宝安区福永综合楼停车场,60,30,,,100,,,113.9192478,22.57620265,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=21188,0,13,13,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:0.8755,服务费:00:00~24:00:0.7000元/度电,,113.924111,22.573163
265,泰然大厦,深圳市福田区云松大厦对面泰然大厦,60,30,,,100,,,114.0167215,22.53322443,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=35413,0,4,4,-1,EVG2-32DNW5//220/7.0,依威能源,社会开放,依威能源,已建成已测试,未知,E充站APP或依威能源电卡,2,不详,第一小时15元，之后每小时10元，每天最高60元,114.021769,22.530421
58,投行大厦,广东省深圳市福田区广东省深圳市福田区福华一路115投行大厦,58,29,,,100,,,114.0466953,22.53913907,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=10039,0,15,15,-1,YSA2D007220//220/7,,社会开放,云杉智慧,已建成已测试,地下,云充电APP,1元,0.65元/度电,第一小时15元/小时，后每小时加收5元。最高60元/天,114.051801,22.53641
169,深圳东城花园二期充电站,广东省深圳市龙岗区河新街14号,58,29,,,100,,,114.1798111,22.63906085,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=18372,3,38,41,M11011C/500/500/60.0,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电",,114.184757,22.636277
364,白芒充电站小车桩,深圳市西丽街道松白路1045号,58,29,,,100,,,113.9309628,22.63258288,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=41115,4,0,4,未配置/400/400/60.0,-1,深圳致联,公共,深圳致联,已建成已测试,其他,,,,不详,113.935837,22.629566
259,深圳罗湖福德花园,深圳市罗湖区深南东路1110号福德花园,57,28.5,,,100,,,114.1282649,22.54906085,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=27202,2,5,7,DH-DC0600SG27/750/750/60.0,DH-AC0070XG18-C/253/253/7.0,星星充电,公共,星星充电,已建成已测试,其他,,"时间段:00:00-23:59,电价:0.81","时间段:00:00-23:59,服务费:0.45元/度电",不详,114.133337,22.546355
89,宝安中医院,深圳市宝安区裕安二路25号,56,28,,,100,,,113.8942909,22.57478069,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12006,0,3,3,-1,-1,其他,社会开放,普天,已建成未测试,其他,普天充电卡,,不详,不详,113.89916,22.57173
165,深圳胜发大厦充电站,广东省深圳市南山区沿山路23号,56,28,,,100,,,113.908543,22.49489414,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=18112,0,11,11,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:0.9000,服务费:00:00~24:00:0.7000元/度电,,113.9134,22.491842
354,深圳宝安新沙荟名庭三期,深圳市宝安区沙井街道新沙荟名庭三期1栋A座1楼,56,28,,,100,,,113.811187,22.73606735,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=39215,0,55,55,-1,DH-AC0070XG18-D/253/253/7.0,星星充电,公共,星星充电,已建成已测试,其他,,"时间段:00:00-23:59,电价:0.737","时间段:00:00-23:59,服务费:0.45元/度电",不详,113.816244,22.733162
254,深圳宝安福永锐明工业园充电站,深圳市宝安区福永福海街道和秀西路44号锐明工业园,54,27,,,100,,,113.7824766,22.69578113,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=25550,8,9,17,DH-DC0600SG27/750/750/60.0,DH-AC0070XG18-C/253/253/7.0,星星充电,公共,星星充电,已建成已测试,其他,,,,,113.787599,22.692911
11,深圳坪山区坪山体育中心充电点,广东省深圳市坪山区坪山体育中心停车场内,53,26.5,,,100,,,114.337849,22.6763143,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=3892,15,5,20,直流45KW,交流32A,深圳巴斯巴,社会开放,深圳巴斯巴,已建成未测试,地面,巴斯巴充电卡,1.76元/度,0.45元/度电,免费,114.342759,22.673591
252,盐田区海美居充电站,深圳市盐田北山道石头围街,52,26,,,100,,,114.2462704,22.59954293,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=25417,0,8,8,-1,未配置/218/218/7.0,深圳致联,公共,深圳致联,已建成已测试,其他,,,,不详,114.251096,22.596683
73,深圳东方都会大厦充电站,广东省深圳市罗湖区沿河北路1002号,51,25.5,,,100,,,114.1377692,22.5503675,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=11018,0,14,14,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.2000,服务费:00:00~24:00:0.7000元/度电,,114.14282,22.547648
115,皇岗公园,深圳市福田区福强路皇岗公园南门停车场内,50,25,,,100,,,114.0529215,22.52036526,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12041,5,0,5,-1,-1,其他,社会开放,普天,已建成未测试,其他,普天充电卡,峰1.0759平0.7234谷0.2794,不详,不详,114.058034,22.517647
293,深圳机场充电站,广东省深圳市宝安区深圳市宝安国际机场航站四路3005号深圳宝安国际机场,48,24,,,100,,,113.8180555,22.63924743,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=37779,0,8,8,-1,-1,山东鲁能,社会开放,南方电网,已建成已测试,地面,顺易充App,,,免费,113.823088,22.636306
96,金田大厦,深圳市罗湖区和平路1199号,46,23,,,100,,,114.1099522,22.54152056,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12014,0,1,1,-1,-1,其他,社会开放,普天,已建成未测试,其他,普天充电卡,,不详,不详,114.115057,22.538833
144,罗湖体育馆充电站,广东省深圳市罗湖体育馆,46,23,,,100,,,114.1460722,22.55818454,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12810,2,0,2,50kW,-1,ABB,社会开放,华南充电,已建成已测试,其他,微信,1.6元/度,免费,首小时5元，第2小时1元/小时，一天最高10元,114.151103,22.555452
264,特发小区,广东省深圳市福田区香蜜湖街道香梅路27号,46,23,,,100,,,114.0252099,22.55771434,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=35401,0,3,3,-1,-1,依威能源,社会开放,依威能源,已建成已测试,地面,E充站APP或依威能源电卡,0.72,不详元/度电,第一小时5元之后每小时1元，每天最高10元。,114.030278,22.554936
47,深圳水木丹华充电站,广东省深圳市南山区学苑大道水木丹华园小区,45,22.5,,,100,,,113.9845086,22.59454917,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=8930,0,15,15,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电",,113.98948,22.591655
237,罗湖渔民村充电站,深圳市罗湖区和平路渔民村地下负二层,45,22.5,,,100,,,114.1071657,22.5356441,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24741,0,12,12,-1,交流单枪7kw/235/235/7.0,云杉,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,固定收费：1.1元/度,固定收费：0.8元/度元/度电,第一小时5元/小时，第二小时起1元/小时；最高15元/天,114.112274,22.532958
340,坪山聚龙花园二期户外停车场充电站,广东省深圳市坪山区坪山街道南方和顺聚龙花园2期汽车充电站,45,22.5,,,100,,,114.3863565,22.72464348,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38234,0,27,27,-1,-1,深圳奇辉,社会开放,南方电网,已建成已测试,地面,顺易充App,,,免费,114.391312,22.721994
367,宝安嘉华花园充电站,广东省深圳市宝安区西乡街道嘉华花园(东区)嘉华花园东区,42,21,,,100,,,113.8840343,22.58594299,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=41386,2,3,5,-1,-1,山东鲁能,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,113.888915,22.582897
77,深圳悠然居充电站,广东省深圳市南山区南海大道1081-5,41,20.5,,,100,,,113.9158523,22.50344412,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=11276,0,6,6,-1,M11002B/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:0.9500,服务费:00:00~24:00:0.7000元/度电,,113.92071,22.500397
276,光明玉律四区十三巷停车场充电站,广东省深圳市光明区玉塘街道公明德兴路,41,20.5,,,100,,,113.8154773,22.72101858,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=37514,0,8,8,-1,-1,深圳奇辉,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,113.820522,22.718101
409,松岗江边停车场充电站二期,广东省深圳市宝安区松岗创业二路与高速轿辅道交叉口东北150米,41,20.5,,,100,,,113.8069735,22.77446281,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=44262,22,0,22,DH-DC1200SG38/1000/1000/120.0,-1,星星充电,公共,星星充电,已建成已测试,其他,,,,不收费,113.812044,22.771577
132,新闻大厦充电站,深圳市华强北街道红宝路159号新闻大厦,40,20,,,100,,,114.0976102,22.54400678,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12469,0,25,25,-1,7,深圳聚电,社会开放,普天,已建成未测试,其他,普天充电卡,不详,不详,不详,114.10273,22.541325
71,汉京九榕台（汉京半山公馆）,广东省深圳市南山区广东省深圳市南山区月亮湾片区小南山山脚月亮湾山庄旁,38,19,,,100,,,113.8831802,22.491301,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=10367,0,3,3,-1,-1,充电队长,社会开放,充电队长,已建成已测试,其他,e充电APP,不详,不详,免费,113.888056,22.48825
195,伟林雅苑,深圳市宝安区根玉路与S33南光高速交叉口东200米伟林雅苑,38,19,,,100,,,113.869657,22.7691096,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=23602,0,12,12,-1,-1,依威能源,社会开放,依威能源,已建成已测试,未知,充电吧APP,不详,不详元/度电,不详,113.874572,22.766117
88,盐田体育中心,深圳市盐田区梅沙街道环梅路70号,36,18,,,100,,,114.2985038,22.60194601,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12005,0,5,5,-1,-1,其他,社会开放,普天,已建成未测试,其他,普天充电卡,,不详,不详,114.303352,22.599136
243,前海充电站,深圳市南头街道关口二路嘉进隆汽车城B区15场地,36,18,,,100,,,113.9023987,22.54936647,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=25396,0,32,32,-1,未配置/666/666/42.0,深圳致联,公共,深圳致联,已建成已测试,其他,,,,不详,113.907261,22.546314
368,南山卫星大厦停车场充电站,广东省深圳市南山区粤海街道高新南九道69号卫星大厦(科园路),36,18,,,100,,,113.9354969,22.52746938,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=41387,0,12,12,-1,-1,深圳奇辉,社会开放,南方电网,已建成未测试,地下,顺易充App,,,,113.940369,22.524448
255,深圳市公明欧式堡充电站,深圳欧式堡商业中心地面停车场,35,17.5,,,100,,,113.8845845,22.78370387,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=26206,6,0,6,DH-DC0600SG27-B/500/500/60.0,-1,星星充电,公共,星星充电,已建成已测试,其他,,,,不详,113.889477,22.780704
312,龙岗布吉上李朗统建楼充电站,广东省深圳市龙岗区南湾街道布澜路188号上李朗统建楼小区,35,17.5,,,100,,,114.1121971,22.65720143,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38071,2,5,7,-1,-1,南方和顺,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,114.117306,22.654528
54,中国储能大厦,广东省深圳市南山区广东省深圳市南山区深圳南山科技园南区深南大道与科苑路交汇处,34,17,,,100,,,113.9399517,22.54085574,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=10034,0,25,25,-1,-1,充电队长,社会开放,充电队长,已建成已测试,其他,充电队长APP,计费时段 :00:00-24:00;电费: 1.2,不详,免费,113.94483,22.537843
221,深圳清湖充电站,深圳市清湖新业一路4号,33,16.5,,,100,,,114.0366677,22.67364836,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24591,18,13,31,直流双枪120kw/765/765/120.0,交流单枪40kw/456/456/40.0,云杉,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,,,,114.041766,22.670917
236,中泰天成充电站,深圳市南山区南海大道与东滨路交汇处地下一层,32,16,,,100,,,113.9188032,22.50788737,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24736,0,6,6,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,固定收费：1.2元/度,固定收费：0.8元/度元/度电,,113.923662,22.504843
260,深圳市宝安区裕兴科技工业园,深圳市宝安区西乡街道南昌社区固戍二路第三工业区裕兴科技工业园E栋一楼,32,16,,,100,,,113.8322421,22.59925758,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=27490,6,2,8,DH-DC0600SG25-B/500/500/60.0,DH-AC0070XG18-D/253/253/7.0,星星充电,公共,星星充电,已建成已测试,其他,,,,不详,113.837234,22.596283
249,万事达名苑,深圳市翠竹街道太宁路185号万事达名苑地面停车场内,30,15,,,100,,,114.1304572,22.57137087,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=25404,0,5,5,-1,未配置/218/218/7.0,深圳致联,公共,深圳致联,已建成已测试,其他,,00:00~24:00:0.85,00:00~24:00:0.80元/度电,不详,114.135526,22.568664
372,罗湖金光华广场负二楼充电站,广东省深圳市罗湖区南湖街道南湖路凯利宾馆,29,14.5,,,100,,,114.1142629,22.54233489,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=41399,0,20,20,-1,-1,山东鲁能,社会开放,南方电网,已建成已测试,地下,顺易充App,,,,114.119361,22.539644
400,青禾万众城充电站直流,深圳市万众城家私城,29,14.5,,,100,,,114.0335481,22.63319704,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=42425,8,0,8,未配置/1666/1666/100.0,-1,深圳致联,公共,深圳致联,已建成已测试,其他,,,,不详,114.038638,22.63045
2,南方电网充电站,广东省深圳市福田区红荔路5016,28,14,,,100,,,114.0639153,22.55228964,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=927,0,13,13,-1,7kW,其他,社会开放,南方电网,已建成未测试,地面,南方电网充电卡,1.01元/度,免费,首小时5元，之后1元/小时,114.06904,22.54959
49,深圳振业天峦二期充电站,广东省深圳市龙岗区龙岗街宝沙一路一号,28,14,,,100,,,114.2569837,22.68494206,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=9397,0,18,18,-1,M11001C/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电",,114.261811,22.682101
273,沙井新桥村综合大楼停车场,广东省深圳市宝安区沙井街道沙井北环路108新桥村综合大楼,28,14,,,100,,,113.8305675,22.74187,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=37486,40,0,40,-1,-1,南方和顺,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,113.835573,22.73893
303,龙华宝能科技园地下停车场充电站,广东省深圳市龙华区龙华街道宝能科技园宝创大厦,28,14,,,100,,,114.0586314,22.67669377,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38000,0,350,350,-1,-1,南方和顺,社会开放,南方电网,已建成已测试,地下,顺易充App,,,,114.06376,22.674006
366,龙岗义乌星星充电站,深圳市龙岗区龙信工业园,28,14,,,100,,,114.2870374,22.7284196,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=41381,20,0,20,DH-DC1200SG30-1/1000/1000/120.0,-1,星星充电,公共,星星充电,已建成已测试,其他,,,,限时：2；超出标准：场地方标准,114.291881,22.725619
102,体育场站,深圳市福田区上步北路与笋岗路交界处，体育场东门入口处。,26,13,,,100,,,114.0886046,22.56206234,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12024,8,0,8,-1,-1,其他,社会开放,普天,已建成未测试,其他,普天充电卡,,不详,不详,114.093732,22.559382
140,九方购物中心充电站点,广东省深圳市龙城街道招商依山郡14栋,26,13,,,100,,,114.213602,22.7316064,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12636,3,2,5,21,7,充电网,社会开放,南洋新能源,已建成已测试,地下,充电网APP,1.40元/度,0.45元/度元/度电,,114.218476,22.728793
36,红荔路莲花山充电站,广东省深圳市福田区红荔路6032号,25,12.5,,,100,,,114.0453086,22.55056411,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=8240,10,0,10,-1,-1,,社会开放,普天,已建成未测试,地面,普天充电卡,执行峰谷平电价,0.22元/度电,免费,114.050413,22.547833
201,深圳创丰宝充电站,广东省深圳市龙岗区龙城街道盛平社区长兴北路6号,25,12.5,,,100,,,114.2390156,22.73545168,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24219,10,0,10,未配置/750/750/240.0,-1,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.3600,服务费:00:00~24:00:0.7000元/度电,,114.243855,22.732622
308,深圳市国际创新中心,广东省深圳市福田区华富街道振华西路137深圳国际创新中心,25,12.5,,,100,,,114.0661854,22.54454436,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38052,0,165,165,-1,-1,车电网,社会开放,车电网,已建成已测试,地下,充电吧APP,统一电价1.23,0.55元/度电,,114.071311,22.541847
143,罗湖水贝珠宝充电站,广东省深圳市贝丽北路2号水贝珠宝停车场,24,12,,,100,,,114.1224747,22.57055484,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=12809,1,0,1,10kW,-1,宝威再生能源,社会开放,腾势,已建成已测试,其他,PIN码,免费,免费,,114.12756,22.567858
191,深圳银星智界一期充电站,广东省深圳市龙华区龙华新区布朗路银星智界,24,12,,,100,,,114.0393546,22.72611179,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=21566,15,0,15,3907060140040078/500/500/150.0,-1,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,,"0:00~07:00:0.7000,07:00~09:00:0.7000,09:00~11:30:0.7000,11:30~14:00:0.7000,14:00~16:30:0.7000,16:30~19:00:0.7000,19:00~21:00:0.7000,21:00~23:00:0.7000,23:00~24:00:0.7000元/度电",,114.044461,22.7234
227,深圳山海阳光园充电站,深圳市盐田区园林路与盘山公路交汇处北侧山海阳光园停车场,24,12,,,100,,,114.2173616,22.55982331,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24652,0,8,8,-1,-1,,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,固定收费：0.717元/度,固定收费：0.8元/度元/度电,按物业标准收费,114.222218,22.556973
329,龙岗六约深坑村工业区充电站,广东省深圳市龙岗区横岗街道深龙路富华居,24,12,,,100,,,114.1700437,22.64184414,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=38135,0,3,3,-1,-1,南方和顺,社会开放,南方电网,已建成已测试,地面,顺易充App,,,,114.175016,22.639079
355,宝安区机场大酒店充电站,深圳市机场大酒店,24,12,,,100,,,113.8193442,22.65071964,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=39391,12,0,12,PRS-7576T-750/120-2/750/750/120.0,-1,,公共,云快充,已建成已测试,其他,支付宝、微信,,,无,113.824374,22.647778
28,深圳国际市长中心充电站,广东省深圳市南山区石洲中路55,23,11.5,,,100,,,113.9615191,22.54171119,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=7485,0,5,5,-1,未配置/220/220/7.0,特锐德,公共,特来电,已建成已测试,其他,充电吧APP,电费:00:00~24:00:1.2000,服务费:00:00~24:00:0.7000元/度电,,113.966434,22.538747
32,大鹏供电局充电站,广东省深圳市葵兴西路大鹏供电局院内,23,11.5,,,100,,,114.4096869,22.63203277,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=8226,0,8,8,-1,-1,深圳奥特迅,社会开放,南方电网,已建成未测试,地面,南方电网充电卡,,元/度电,免费,114.414625,22.629361
219,光明甲子塘二期充电站,深圳市光明高新区甲子塘片区综合服务中心停车场,23,11.5,,,100,,,113.9004331,22.73261487,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=24566,0,9,9,-1,交流单枪7kw/235/235/7.0,云杉,公共,云杉智慧,已建成已测试,其他,微信；支付宝；其他,,固定收费：0.8元/度元/度电,,113.905308,22.729596
