charingId,name,address,lon,lat,lon_gaode,lat_gaode,url,num_fast,num_slow,num_pile,service_provider,accessibility,operator,status,others,payment_method,power_price,service_price,parking_price,open_time,provider_fast,provider_slow,config_fast,config_slow
116884,特来电深圳市万科公园里二期充电站,广东省深圳市龙岗区南湾街道樟树布社区樟富路35号,114.1524495,22.60978827,114.15748,22.60706,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=116884,0,16,16,,公共,特来电,已建成已测试,其他,其他,电费:00:00~24:00:0.6879,服务费:00:00~24:00:0.665元/度电,停车收费，第一小时5元，第二小时1元/小时，每天最高收费10元，30分钟内免费,周一至周日00:00-24:00,,,,
117015,深圳嘉里中心,深圳市罗湖区人民南路2008号深圳嘉里中心地下停车库负二层2057-2076车位,114.1142708,22.54032677,114.119377,22.53764,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=117015,0,20,20,,公共,森通智达,已建成已测试,其他,其他,"[{""StartTime"":""000000"",""Price"":""1.0000""},{""StartTime"":""080000"",""Price"":""1.0000""},{""StartTime"":""100000"",""Price"":""1.0000""},{""StartTime"":""120000"",""Price"":""1.0000""},{""StartTime"":""140000"",""Price"":""1.0000""},{""StartTime"":""190000"",""Price"":""1.0000""}]","[{""StartTime"":""000000"",""Price"":""0.6000""},{""StartTime"":""080000"",""Price"":""0.6000""},{""StartTime"":""100000"",""Price"":""0.6000""},{""StartTime"":""120000"",""Price"":""0.6000""},{""StartTime"":""140000"",""Price"":""0.6000""},{""StartTime"":""190000"",""Price"":""0.6000""}]元/度电",以物业实际收费为准,周一至周日00:00-24:00,,,,
119605,特来电深圳崇文花园充电站,广东省深圳市南山区留仙大道1998号崇文花园,113.9879617,22.59265495,113.99293,22.589757,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=119605,0,63,63,,公共,特来电,已建成已测试,其他,其他,电费:00:00~24:00:1.1,服务费:00:00~24:00:0.665元/度电,"停车收费，第一小时10元，一小时后1元/小时，每天最高收费20元,进场30分钟内免费",周一至周日00:00-24:00,,,,
121540,中安研发产业园,广东省深圳市龙华区中安研发产业园,114.0398136,22.69946327,114.04491,22.696735,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121540,2,16,18,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.1000,00:00-24:00:0.5800元/度电,30分钟内免费，大于30分钟按标准收取，25元封顶。,全天开放,,,,
121585,海关大厦快速充电站,深圳市新安三路28号,113.9088941,22.57528593,113.913758,22.572236,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121585,7,2,9,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.7800;08:00-10:00:1.0200;10:00-11:00:1.1900;11:00-12:00:1.4600;12:00-14:00:1.0200;14:00-15:00:1.1900;15:00-17:00:1.4600;17:00-19:00:1.1900;19:00-24:00:1.0200,00:00-08:00:0.5015;08:00-10:00:0.3592;10:00-11:00:0.1363;11:00-12:00:0.1863;12:00-14:00:0.3592;14:00-15:00:0.1363;15:00-17:00:0.1863;17:00-19:00:0.1363;19:00-24:00:0.3592元/度电,两小时内免收停车费。,00:00-23:59,,,,
121592,易充测试站,深圳市西丽南岗第一工业区三栋,113.8501075,22.78180288,113.855077,22.77885,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121592,8,11,19,,公共,云快充,已建成已测试,其他,其他,00:00-01:00:1.0000;01:00-02:00:1.0000;02:00-03:00:1.0000;03:00-04:00:1.0000;04:00-05:00:1.0000;05:00-06:00:1.0000;06:00-07:00:1.0000;07:00-08:00:1.0000;08:00-09:00:1.0000;09:00-10:00:1.0000;10:00-11:00:1.0000;11:00-12:00:1.0000;12:00-13:00:1.0000;13:00-14:00:1.0000;14:00-15:00:1.0000;15:00-16:00:1.0000;16:00-17:00:1.0000;17:00-18:00:1.0000;18:00-19:00:1.0000;19:00-20:00:1.0000;20:00-21:00:1.0000;21:00-22:00:1.0000;22:00-24:00:1.0000,00:00-02:00:0.3000;02:00-07:00:0.3000;07:00-09:00:0.3000;09:00-11:30:0.3000;11:30-14:00:0.3000;14:00-16:30:0.3000;16:30-19:00:0.3000;19:00-20:00:0.3000;20:00-21:00:0.3000;21:00-23:00:0.3000;23:00-24:00:0.3000元/度电,参考园区停车收费标准,全天,,,,
121595,深圳龙岗布吉南洋货仓,深圳市布吉金运路108号南洋货仓,114.1162244,22.61266844,114.121333,22.609989,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121595,12,2,14,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.3300;08:00-10:00:0.8200;10:00-12:00:1.2000;12:00-14:00:0.8200;14:00-17:00:1.2000;17:00-19:00:1.2000;19:00-24:00:0.8200,00:00-08:00:0.4200;08:00-10:00:0.2000;10:00-11:00:0.1500;11:00-12:00:0.1500;12:00-14:00:0.2000;14:00-15:00:0.1500;15:00-17:00:0.1500;17:00-19:00:0.1500;19:00-24:00:0.2000元/度电,内市政道路施工，暂对外开放。,00:00-23:59,,,,
121611,石岩圳宝科技园,深圳市石环路137号,113.9184526,22.69640124,113.923322,22.69338,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121611,0,20,20,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.0000,00:00-24:00:0.7000元/度电,首小时10元每小时加3元封顶25元,0:00-23:59,,,,
121612,福永光电产业园,深圳市凤塘大道535号,113.7871217,22.70250643,113.792245,22.699639,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121612,6,38,44,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.0000,00:00-24:00:0.7000元/度电,首小时10元每小时加3元封顶25元,0:00-23:59,,,,
121623,汇龙达工业园充电站,深圳市宝安区石岩街道石龙社区汇龙达工业园C栋一楼西侧,113.9658119,22.69879167,113.970735,22.695851,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121623,0,9,9,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.8000,00:00-24:00:0.0000元/度电,按停车场收费标准为准,0:00-24:00,,,,
121626,华丰国际机器人产业园,广东省深圳市宝安区宝安大道华丰机器人产业园,113.8389592,22.60656107,113.843947,22.603585,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121626,6,35,41,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.0000,00:00-24:00:0.7000元/度电,首小时10元每小时加3元封顶25元,2019/5/15,,,,
121627,福永红牌科技园,广东省深圳市宝安区福永红牌科技园(福永地铁站西,113.799797,22.67780685,113.804891,22.674915,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121627,0,22,22,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.7000,00:00-24:00:0.0000元/度电,首小时10元每小时加3元封顶25元,2019/5/15,,,,
121628,深圳华丰世纪科技园充电站,深圳市宝安区航城大道112-7号（华丰世纪科技园）,113.8312505,22.60219065,113.836259,22.599228,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121628,0,14,14,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.0000,00:00-24:00:0.7000元/度电,首小时10元每小时加3元封顶25元,2019/5/15,,,,
121629,宝安智谷,广东省深圳市宝安区银田路4号,113.8542815,22.58580359,113.859229,22.582797,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121629,0,36,36,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.7000,00:00-24:00:0.0000元/度电,小车临时停放，首小时10元，第二小时起1元/小时，单天最高收费20元 大车临时停放，首小时10元，第二小时起2元/小时，单天最高收费20元,2019/5/15,,,,
121630,深圳华源科技创新园充电站,广东省深圳市宝安区宝源路华源科技创新园,113.8617258,22.57118102,113.866655,22.568161,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121630,0,41,41,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.7000,00:00-24:00:0.0000元/度电,小车临时停放，0.5h起10元，第二小时起每小时递增2元，单日最高收费26元 大车临时停放，0.5h起20元，第二小时起每小时递增4元，单日最高收费50元,2019/5/15,,,,
121631,深圳华丰国际商务大厦充电站,广东省深圳市宝安区宝安大道4018号（地下负一层）,113.853316,22.58916615,113.858266,22.586162,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121631,0,13,13,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.7000,00:00-24:00:0.0000元/度电,小车临时停放，首小时10元，第二小时起1元/小时，单天最高收费26元 大车临时停放，首小时10元，第二小时起2元/小时，单天最高收费30元,2019/5/15,,,,
121632,深圳华丰总部经济大厦充电站,深圳市宝源华丰总部经济大厦A座,113.8573218,22.57502147,113.862262,22.57201,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121632,0,13,13,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.7000,00:00-24:00:0.0000元/度电,小车临时停放，0.5h起10元，单日最高收费26元 大车临时停放，0.5h起20元，单日最高收费50元，0.5h起20元，第二小时起每小时递增4元，单日最高收费50元,2019/5/15,,,,
121638,雍睦豪庭充电站,深圳市东门南路3018号,114.1178107,22.54528521,114.122912,22.542596,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121638,0,60,60,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.7000,00:00-24:00:0.0000元/度电,首半小时15元，第二个小时起，每小时递增3元，每天封顶60元,全天,,,,
121643,宝安区工业大道6号,深圳市宝安区福海街道塘尾社区工业大道6号C栋,113.8240904,22.69874408,113.829124,22.695815,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121643,10,0,10,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.3000,00:00-24:00:0.2000元/度电,有停车收费半小时内免费,2019/5/20,,,,
121674,南山区通产新材料产业园,深圳市朗山路28号,113.9304143,22.56082067,113.93528,22.557786,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121674,0,17,17,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.6000,00:00-24:00:0.0000元/度电,8：00-20：00首小时10元后每小时2元，20：00-8：00首小时5元后每小时1元,园区配套服务,,,,
121675,天峦湖,深圳市坪山区坪马线公路天峦湖,114.3465214,22.67008529,114.351436,22.667368,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121675,0,110,110,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.2600;08:00-10:00:0.7800;10:00-12:00:1.1900;12:00-14:00:0.7800;14:00-19:00:1.1900;19:00-24:00:0.7800,00:00-08:00:0.6000;08:00-10:00:0.6000;10:00-12:00:0.6000;12:00-14:00:0.6000;14:00-19:00:0.6000;19:00-24:00:0.6000元/度电,停车收费,周一至周日00:00-23:59,,,,
121683,天峦湖2期,深圳市坪马线公路天峦湖,114.3465214,22.67008529,114.351436,22.667368,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121683,0,88,88,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.2600;08:00-10:00:0.7800;10:00-12:00:1.1900;12:00-14:00:0.7800;14:00-19:00:1.1900;19:00-24:00:0.7800,00:00-08:00:0.6000;08:00-10:00:0.6000;10:00-12:00:0.6000;12:00-14:00:0.6000;14:00-19:00:0.6000;19:00-24:00:0.6000元/度电,按现场实际标准收取停车费,全天开放,,,,
121684,华丰金源商务大厦,深圳市宝安区西乡大道302号,113.8599399,22.57710714,113.864874,22.574092,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121684,0,18,18,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.7000,00:00-24:00:0.0000元/度电,小车临时停放，0.5h起10元，第二小时起每小时递增2元，单日最高收费26元 大车临时停放，0.5h起20元，第二小时起每小时递增4元，单日最高收费50元,周一至周日00:00-23:59,,,,
121705,前海信利康大厦地下停车场,深圳市前海信利康大厦,113.883638,22.5041531,113.888522,22.501105,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121705,0,30,30,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.2000,00:00-24:00:0.5000元/度电,按场地实际收费标准收费,周一至周日00:00-23:59,,,,
121745,世纪春城一期,深圳市世纪春城世纪文化艺术中心,114.0305518,22.63028855,114.035625,22.62752,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121745,2,4,6,,公共,云快充,关闭中,其他,其他,00:00-07:00:0.3600;07:00-09:00:0.8800;09:00-11:30:1.1000;11:30-14:00:1.1000;14:00-16:30:1.1000;16:30-21:00:1.1000;21:00-23:00:0.8800;23:00-24:00:0.3600,00:00-07:00:0.6000;07:00-09:00:0.6000;09:00-11:30:0.6000;11:30-14:00:0.6000;14:00-16:30:0.6000;16:30-21:00:0.6000;21:00-23:00:0.6000;23:00-24:00:0.6000元/度电,停车收费以物业公告为准,全天开放,,,,
121746,世纪春城四期,深圳市中国民生银行龙华支行,114.0263283,22.63053154,114.031393,22.627752,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121746,2,10,12,,公共,云快充,已建成已测试,其他,其他,00:00-07:00:0.3600;07:00-09:00:0.8800;09:00-11:30:1.1000;11:30-14:00:1.1000;14:00-16:30:1.1000;16:30-21:00:1.1000;21:00-23:00:0.8800;23:00-24:00:0.3600,00:00-07:00:0.6000;07:00-09:00:0.6000;09:00-11:30:0.6000;11:30-14:00:0.6000;14:00-16:30:0.6000;16:30-21:00:0.6000;21:00-23:00:0.6000;23:00-24:00:0.6000元/度电,停车费以物业公告为准,全天开放,,,,
121769,台中工业园,深圳市新丰路6号,114.2200486,22.69808549,114.224918,22.695262,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121769,0,8,8,,公共,云快充,已建成已测试,其他,其他,00:00-07:00:0.6000;07:00-09:00:1.1000;09:00-11:00:1.4500;11:00-12:00:1.8000;12:00-14:00:1.1000;14:00-15:00:1.4500;15:00-17:00:1.8000;17:00-19:00:1.1000;19:00-21:00:1.4500;21:00-23:00:1.1000;23:00-24:00:0.6000,00:00-07:00:0.0000;07:00-09:00:0.0000;09:00-11:00:0.0000;11:00-12:00:0.0000;12:00-14:00:0.0000;14:00-15:00:0.0000;15:00-17:00:0.0000;17:00-19:00:0.0000;19:00-21:00:0.0000;21:00-23:00:0.0000;23:00-24:00:0.0000元/度电,按停车场收费标准,全天开放,,,,
121770,人人乐总部地下停车场充电站,深圳市石岩街道洲石路北侧人人乐物流中心地下停车场负一楼,113.8598623,22.65133715,113.8648,22.648333,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121770,0,45,45,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.5000,00:00-24:00:0.0000元/度电,具体收费标准参照停车场现场“停车收费标准”！！！,全天开放,,,,
121772,龙华宝坤工业园充电站,深圳市龙华区新岭路85号,113.993745,22.69979011,113.998734,22.69693,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121772,0,10,10,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.6000,00:00-24:00:0.0000元/度电,停车收费，以物业收费为准,全天开放,,,,
121779,华丰嘉达产业园充电站,深圳市宝安区松岗镇燕川村燕川大道168号西北方向50米,113.8413115,22.80958686,113.846306,22.806659,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121779,0,20,20,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.0000,00:00-24:00:0.7000元/度电,小车临时停放，首小时5元，第二小时起10元/小时，单天最高收费20元 大车临时停放，10元/小时，单天最高收费30元,全天开放,,,,
121782,普洛斯深圳坪山物流园,深圳市丹联路与金联路交叉口西北50米（雪峰冷链园区）,114.3996696,22.74747277,114.404625,22.744833,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121782,4,0,4,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:0.8500,00:00-07:00:0.4500;07:00-09:00:0.4000;09:00-11:30:0.2500;11:30-14:00:0.4000;14:00-16:30:0.2500;16:30-19:00:0.4000;19:00-21:00:0.2500;21:00-24:00:0.4000元/度电,不对外开放,不对外开放,,,,
121839,深圳开沃充电站,深圳市坪山区坑梓街道景阳路开沃大厦,114.4057482,22.77543562,114.410703,22.772805,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121839,10,0,10,,公共,云快充,已建成已测试,其他,其他,00:00-07:00:0.3500;07:00-09:00:0.6500;09:00-11:30:0.9500;11:30-14:00:0.6500;14:00-16:30:0.9500;16:30-19:00:0.6500;19:00-21:00:0.9500;21:00-23:00:0.6500;23:00-24:00:0.3500,00:00-07:00:0.4500;07:00-09:00:0.4500;09:00-11:30:0.4500;11:30-14:00:0.4500;14:00-16:30:0.4500;16:30-19:00:0.4500;19:00-21:00:0.4500;21:00-23:00:0.4500;23:00-24:00:0.4500元/度电,对外泥头车充电；小汽车充电不提供发票；,全天开放,,,,
121846,海关大厦充电站二期,深圳市新安三路28号,113.9088941,22.57528593,113.913758,22.572236,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121846,0,10,10,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.7800;08:00-10:00:1.0200;10:00-11:00:1.1900;11:00-12:00:1.4800;12:00-14:00:1.0200;14:00-15:00:1.1900;15:00-17:00:1.4800;17:00-19:00:1.1900;19:00-24:00:1.0200,00:00-08:00:1.3515;08:00-10:00:0.8592;10:00-11:00:0.4863;11:00-12:00:0.4863;12:00-14:00:0.8592;14:00-15:00:0.4863;15:00-17:00:0.4863;17:00-19:00:0.4863;19:00-24:00:0.8592元/度电,两小时内免停车费,全天开放,,,,
121847,荣安广场充电站,深圳市双拥街123号荣安广场,114.1292267,22.70274034,114.134317,22.700067,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121847,0,10,10,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.5000,00:00-24:00:0.0000元/度电,收费，已现场收费为准,全天开放,,,,
121913,西乡客运站吉泰君安充电站,深圳市西乡客运站内,113.8768887,22.57921972,113.881788,22.576182,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=121913,140,0,140,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.4000;08:00-10:00:0.8000;10:00-12:00:1.1800;12:00-14:00:0.8000;14:00-19:00:1.1800;19:00-24:00:0.8000,00:00-08:00:0.4000;08:00-10:00:0.3000;10:00-12:00:0.2200;12:00-14:00:0.3000;14:00-19:00:0.2200;19:00-24:00:0.3000元/度电,充电免费停车，充满电后半小时移走,全天开放,,,,
122003,钰湖电厂充电站,深圳市平湖街道平龙东路262号,114.1371435,22.71518088,114.142218,22.712499,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122003,20,0,20,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.2600;08:00-10:00:0.7600;10:00-12:00:1.1600;12:00-14:00:0.7600;14:00-17:00:1.1600;17:00-19:00:1.1600;19:00-24:00:0.7600,00:00-08:00:0.3700;08:00-10:00:0.1600;10:00-12:00:0.1000;12:00-14:00:0.1600;14:00-19:00:0.1000;19:00-24:00:0.1600元/度电,免费4H,全天开放,,,,
122008,深圳钰湖电力有限公司大型车充电站,深圳市钰湖智快充电站,114.1365231,22.71478544,114.1416,22.712106,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122008,60,0,60,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.7500;08:00-10:00:0.7500;10:00-12:00:0.7500;12:00-14:00:0.7500;14:00-17:00:0.7500;17:00-19:00:0.7500;19:00-24:00:0.7500,00:00-08:00:0.1800;08:00-10:00:0.1800;10:00-12:00:0.2800;12:00-14:00:0.1800;14:00-19:00:0.2800;19:00-24:00:0.1800元/度电,在本站充电期间不收停车费,全天开放,,,,
122098,国投汽车充电站,深圳市新桥街道洪田路国投创新充电站,113.8485115,22.71617097,113.853481,22.713201,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122098,50,0,50,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.2600;08:00-10:00:0.7600;10:00-12:00:1.1400;12:00-14:00:0.7600;14:00-19:00:1.1400;19:00-24:00:0.7600,00:00-08:00:0.4500;08:00-10:00:0.2700;10:00-11:00:0.1000;11:00-12:00:0.0500;12:00-14:00:0.2700;14:00-15:00:0.1000;15:00-17:00:0.0500;17:00-19:00:0.1000;19:00-24:00:0.2700元/度电,高峰期禁止占用桩位，平时减免2小时,全天开放,,,,
122102,深圳市赤湾鼎海科创港,深圳市南山区少帝路1号,113.8889931,22.48765815,113.893868,22.484607,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122102,0,22,22,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.0000,00:00-24:00:0.7000元/度电,小车临时停放，首小时12元，第二小时起20元/小时，单天最高收费40元 大车临时停放，20元/小时，单天最高收费60元,全天开放,,,,
122106,深圳圣保罗充电站,深圳市坪地街道龙岗大道2017号,114.2967169,22.76761376,114.301568,22.764833,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122106,38,0,38,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.4200;08:00-10:00:0.8200;10:00-11:00:1.1400;11:00-12:00:1.1400;12:00-14:00:0.8200;14:00-15:00:1.1400;15:00-17:00:1.1400;17:00-19:00:1.1400;19:00-24:00:0.8200,00:00-08:00:0.3000;08:00-10:00:0.1300;10:00-11:00:0.1100;11:00-12:00:0.1100;12:00-14:00:0.1300;14:00-15:00:0.1100;15:00-17:00:0.1100;17:00-19:00:0.1100;19:00-24:00:0.1300元/度电,免费2H,全天开放,,,,
122119,深圳市高速鹿宝晖充电站,深圳市宝晖酒店停车场内,114.0632956,22.67543899,114.068425,22.672751,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122119,12,0,12,,公共,云快充,关闭中,其他,其他,00:00-08:00:0.2300;08:00-10:00:0.7400;10:00-12:00:1.0300;12:00-14:00:0.7400;14:00-19:00:1.0300;19:00-24:00:0.7400,00:00-08:00:0.5700;08:00-10:00:0.3600;10:00-12:00:0.2200;12:00-14:00:0.3600;14:00-19:00:0.2200;19:00-24:00:0.3600元/度电,充完以后请及时挪车，半小时后开始收取延时费0.1元/分钟,全天开放,,,,
122121,深圳市高速鹿恒丰充电站,深圳市西乡街道富华社区恒丰海悦酒店停车场,113.8865427,22.59083943,113.891428,22.587795,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122121,40,0,40,,公共,云快充,已建成已测试,其他,其他,00:00-06:00:0.6400;06:00-08:00:0.6400;08:00-10:00:0.9600;10:00-12:00:1.2600;12:00-14:00:0.9600;14:00-17:00:1.2600;17:00-19:00:1.2600;19:00-24:00:0.9600,00:00-08:00:0.5700;08:00-10:00:0.3600;10:00-12:00:0.2200;12:00-14:00:0.3600;14:00-19:00:0.2200;19:00-24:00:0.3600元/度电,充电车辆两小时内免停车费（临时车牌无法进行减免），超时后将按停车场收费标准收取费用，充电不拔枪，占枪占位费每1分钟收取占位费0.1元,全天开放,,,,
122123,深圳市云豹友信达充电站,深圳市光明区宝山路19号友信达工业园停车场内,113.8880466,22.73352192,113.892938,22.730508,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122123,24,0,24,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.3100;08:00-10:00:0.7700;10:00-11:00:1.2600;11:00-12:00:1.5600;12:00-14:00:0.7700;14:00-15:00:1.2600;15:00-17:00:1.5600;17:00-19:00:1.2600;19:00-24:00:0.7700,00:00-08:00:0.0500;08:00-10:00:0.0500;10:00-12:00:0.0500;12:00-14:00:0.0500;14:00-17:00:0.0500;17:00-19:00:0.0500;19:00-24:00:0.0500元/度电,充电免费停车1.5小时（场站充完电20分钟内未挪车收取占位费0.3元/分钟）,全天开放,,,,
122141,西乡客运站专用站,深圳市西乡客运站,113.8768887,22.57921972,113.881788,22.576182,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122141,0,45,45,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.4000;08:00-10:00:0.7600;10:00-12:00:1.0500;12:00-14:00:0.7600;14:00-19:00:1.0500;19:00-24:00:0.7600,00:00-08:00:0.3960;08:00-10:00:0.3960;10:00-12:00:0.3960;12:00-14:00:0.3960;14:00-19:00:0.3960;19:00-24:00:0.3960元/度电,车辆充电期间免费，充完电后半小时内移走，方便他人充电,全天开放,,,,
122178,小王电能长圳顺泰和站,深圳市宝丽路97号宝电工业园院内,114.1069134,22.59776922,114.112033,22.595091,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122178,10,0,10,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.3500;08:00-10:00:0.8200;10:00-12:00:1.2000;12:00-14:00:0.8200;14:00-17:00:1.2000;17:00-19:00:1.2000;19:00-24:00:0.8200,00:00-08:00:0.4500;08:00-10:00:0.3000;10:00-11:00:0.1600;11:00-12:00:0.1300;12:00-14:00:0.3000;14:00-15:00:0.1600;15:00-17:00:0.1300;17:00-19:00:0.1600;19:00-24:00:0.3000元/度电,提前绑定车牌号，充电自动减免停车2.5小时,全天开放,,,,
122318,华丰国际智造城充电站,深圳市锦程路与万乐璐交叉路口往东约280米,113.7834539,22.72864722,113.788587,22.725792,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122318,0,20,20,,公共,云快充,已建成已测试,其他,其他,00:00-24:00:1.2000,00:00-24:00:0.5000元/度电,正常收费,全天开放,,,,
122359,永盛旺充电站（云快充）,深圳市观澜环观南路45号永盛旺产业园,114.0577815,22.69519787,114.062906,22.692505,http://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=122359,12,0,12,,公共,云快充,已建成已测试,其他,其他,00:00-08:00:0.2600;08:00-10:00:0.7500;10:00-12:00:1.1500;12:00-14:00:0.7500;14:00-19:00:1.1500;19:00-24:00:0.7500,00:00-08:00:0.4000;08:00-10:00:0.2000;10:00-12:00:0.1000;12:00-14:00:0.2000;14:00-19:00:0.1000;19:00-24:00:0.2000元/度电,充电2小时免费,全天开放,,,,
